combinations,questions,avg_rating,quest_comb_id,model
"(35, 23, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,1,11,24
"(35, 24, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,2,12,24
"(35, 24, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,13,24
"(35, 24, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; Is there anyone else we need to talk to about this problem?,1,14,24
"(35, 24, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; What is the main threat to your wellbeing in hopeful?,0,15,24
"(35, 24, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; Why have you scored yourself so low in this hopeful?,1,16,24
"(35, 24, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,17,24
"(35, 25, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; What ideas have you got on how to improve your wellbeing in hopeful?,3,18,24
"(35, 25, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,19,24
"(35, 25, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; Is there anyone else we need to talk to about this problem?,3,20,24
"(35, 25, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; What is the main threat to your wellbeing in hopeful?,1,21,24
"(35, 25, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; Why have you scored yourself so low in this hopeful?,4,22,24
"(35, 25, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,4,23,24
"(36, 22, 0)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,3,24,24
"(36, 22, 1)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,25,24
"(36, 22, 2)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,0,26,24
